review_id,review_priority,problem_type,imported_athlete_2019,discipline,suggested_existing_athlete_id,suggested_existing_athlete,suggested_existing_country,suggestion_confidence,collision_or_change_countries,decision,action,country,notes,imported_2019_results_by_country,existing_athlete_2018_results_by_country,future_country_evidence
athlete_match_f3306b9f32ca2f44,medium,possible_existing_athlete_match,Aksel Stendahl,MAG,78,Aksei Stendahl,NOR,0.929,NOR,merge as same athlete,,,,NOR: 2019 - Norwegian Championships (7 results); 2019 - Norweigan Junior Championships (8 results); 2019 - Unni & Haralds Trophy (7 results),NOR: 2018 - Unni & Haralds Trophy (12 results),Aksel Stendahl: not found 2020-2025 | Aksei Stendahl: not found 2020-2025
athlete_match_934cde2aba55bb45,medium,possible_existing_athlete_match,Alegzander Metodiev,MAG,91,Alegzandar Metodiev,BUL,0.947,BUL,merge as same athlete,,,,BUL: 2019 - Salamunov Memorial (9 results),BUL: 2018 - International Junior Team Cup (8 results),Alegzander Metodiev: not found 2020-2025 | Alegzandar Metodiev: not found 2020-2025
athlete_match_51497201efd5c824,medium,possible_existing_athlete_match,Aleksandra Kalkutina,WAG,3287,Alexandra Kalkutina,RUS,0.923,RUS,merge as same athlete,,,,RUS: 2019 - Mälar Cup (6 results),RUS: 2018 - Dityatin Cup (5 results); 2018 - Russian Championships (5 results); 2018 - Russian Cup (10 results),Aleksandra Kalkutina: not found 2020-2025 | Alexandra Kalkutina: not found 2020-2025
athlete_match_b323d9870cd4af06,medium,possible_existing_athlete_match,Aleksei Bogdanov,MAG,108,Aleksey Bogdanov,RUS,0.938,RUS,merge as same athlete,,,,RUS: 2019 - Russian Championships (7 results); 2019 - Russian Cup (14 results),RUS: 2018 - Russian Championships (8 results); 2018 - Russian Championships day 1 (7 results); 2018 - Russian Championships day 2 (7 results),Aleksei Bogdanov: not found 2020-2025 | Aleksey Bogdanov: not found 2020-2025
athlete_match_e3c4d7f0b5d56f95,medium,possible_existing_athlete_match,Aleksei Kosyanov,MAG,109,Aleksey Kosyanov,RUS,0.938,RUS,merge as same athlete,,,,RUS: 2019 - Russian Championships (7 results),RUS: 2018 - Russian Championships day 1 (14 results); 2018 - Russian Championships day 2 (14 results); 2018 - Voronin Cup (2 results),Aleksei Kosyanov: 2020: RUS:7 / 2021: RUS:14 | Aleksey Kosyanov: not found 2020-2025
athlete_match_f8e031c0e2cb1bdf,medium,possible_existing_athlete_match,Aleksey Usachyov,MAG,115,Aleksey Usachev,RUS,0.903,RUS,merge as same athlete,,,,RUS: 2019 - Russian Junior Championships (19 results),RUS: 2018 - Russian Championships (15 results),Aleksey Usachyov: not found 2020-2025 | Aleksey Usachev: not found 2020-2025
athlete_match_dcdd73a78eed3e83,medium,possible_existing_athlete_match,Alen Demic,MAG,116,Alen Dimic,SLO,0.9,SLO,merge as same athlete,,,,SLO: 2019 - Koper Challenge Cup (1 result),SLO: 2018 - Baku World Cup (2 results); 2018 - Doha World Cup (2 results); 2018 - Koper Challenge Cup (2 results),Alen Demic: not found 2020-2025 | Alen Dimic: not found 2020-2025
athlete_match_a3db27aba6bf2882,medium,possible_existing_athlete_match,Alva Fredriksson,WAG,3371,Alva Eriksson,SWE,0.897,SWE,keep separate,,,,SWE: 2019 - Mälar Cup (5 results); 2019 - Swedish Championships (7 results),SWE: 2018 - Nordic Championships (5 results),Alva Fredriksson: 2020: SWE:5 / 2021: SWE:2 / 2022: SWE:7 | Alva Eriksson: 2020: SWE:4 / 2021: SWE:32 / 2022: SWE:32 / 2023: SWE:3 / 2024: SWE:25 / 2025: SWE:30
athlete_match_87ed879efeab7b31,medium,possible_existing_athlete_match,Amrut N Mudrabet,MAG,162,Amrut Mudrabet,IND,0.933,IND,merge as same athlete,,,,IND: 2019 - Indian Championships (12 results),IND: 2018 - Indian Championships (12 results),Amrut N Mudrabet: not found 2020-2025 | Amrut Mudrabet: not found 2020-2025
athlete_match_097179e956a0cfac,medium,possible_existing_athlete_match,Anastasija Ananjeva,WAG,3480,Anastasija Ananyeva,LAT,0.947,LAT,merge as same athlete,,,,LAT: 2019 - Latvian Championships (10 results); 2019 - Tiger Cup (9 results); 2019 - Voronin Cup (5 results),LAT: 2018 - Dityatin Cup (8 results),Anastasija Ananjeva: 2020: LAT:5 / 2022: LAT:32 / 2023: LAT:60 / 2024: LAT:40 / 2025: LAT:41 | Anastasija Ananyeva: not found 2020-2025
athlete_match_9087706a8f2f2aea,medium,possible_existing_athlete_match,Anastasiya Ursu,WAG,3488,Anastasiya Ursa,BLR,0.933,BLR,merge as same athlete,,,,BLR: 2019 - European Games Test Event (5 results); 2019 - Junior World Championships (3 results),BLR: 2018 - Belarusian Championships (7 results),Anastasiya Ursu: 2021: BLR:5 | Anastasiya Ursa: not found 2020-2025
athlete_match_3e787c91dd363c2c,medium,possible_existing_athlete_match,Anaëlle Charpille,WAG,3453,Anaelle Charpillet,FRA,0.914,FRA,merge as same athlete,,,,FRA: 2019 - Tournoi International (5 results),FRA: 2018 - Tournoi International (5 results),Anaëlle Charpille: not found 2020-2025 | Anaelle Charpillet: not found 2020-2025
athlete_match_42ac10f2a9777662,medium,possible_existing_athlete_match,Anaëlle Charpillet,WAG,3453,Anaelle Charpillet,FRA,0.944,FRA,merge as same athlete,,,,FRA: 2019 - Tournoi International (1 result),FRA: 2018 - Tournoi International (5 results),Anaëlle Charpillet: not found 2020-2025 | Anaelle Charpillet: not found 2020-2025
athlete_match_a2d020b5f37c39a4,medium,possible_existing_athlete_match,Andrei Abdullin,MAG,203,Andrey Abdullin,RUS,0.933,RUS,merge as same athlete,,,,RUS: 2019 - Russian Junior Championships (15 results),RUS: 2018 - Russian Junior Championships (3 results),Andrei Abdullin: not found 2020-2025 | Andrey Abdullin: not found 2020-2025
athlete_match_5fa28f3f869bc73e,medium,possible_existing_athlete_match,Andrei Cherkasov,MAG,204,Andrey Cherkasov,RUS,0.938,RUS,merge as same athlete,,,,RUS: 2019 - Russian Championships (7 results),RUS: 2018 - Russian Championships (2 results); 2018 - Russian Championships day 1 (3 results); 2018 - Russian Championships day 2 (3 results),Andrei Cherkasov: not found 2020-2025 | Andrey Cherkasov: not found 2020-2025
athlete_match_9df0722418494949,medium,possible_existing_athlete_match,Andrei Lagutov,MAG,205,Andrey Lagutov,RUS,0.929,RUS,merge as same athlete,,,,RUS: 2019 - Russian Championships (7 results),RUS: 2018 - Russian Championships (6 results); 2018 - Russian Championships day 1 (8 results); 2018 - Russian Championships day 2 (8 results); 2018 - Voronin Cup (7 results),Andrei Lagutov: 2020: RUS:15 / 2021: RUS:12 / 2022: RUS:29 | Andrey Lagutov: 2023: RUS:7
athlete_match_ffa2a64ac1debb5b,medium,possible_existing_athlete_match,Andrei Makolov,MAG,208,Andrey Makolov,RUS,0.929,RUS,merge as same athlete,,,,RUS: 2019 - Russian Cup (8 results),RUS: 2018 - Voronin Cup (11 results),Andrei Makolov: not found 2020-2025 | Andrey Makolov: not found 2020-2025
athlete_match_d7d19cef6d10332a,medium,possible_existing_athlete_match,Angelina Deineka,WAG,3532,Anhelina Deineka,UKR,0.938,UKR,merge as same athlete,,,,UKR: 2019 - Stella Zakharova Cup (7 results); 2019 - Ukrainian Championships (5 results),UKR: 2018 - European Championships (5 results),Angelina Deineka: 2020: UKR:1 | Anhelina Deineka: not found 2020-2025
athlete_match_7d19df797b1e140a,medium,possible_existing_athlete_match,Anna Av-Reyni,WAG,3542,Anna av Reyni,DEN,0.923,DEN,merge as same athlete,,,,DEN: 2019 - Danish Championships (6 results),DEN: 2018 - Danish Championships (1 result),Anna Av-Reyni: not found 2020-2025 | Anna av Reyni: 2021: DEN:3 / 2023: DEN:11 / 2024: DEN:9 / 2025: DEN:15
athlete_match_e3597def48807759,medium,possible_existing_athlete_match,Anton Stephenson,MAG,229,Anthony Stephenson,USA,0.941,USA,merge as same athlete,,,,USA: 2019 - Winter Cup Challenge (13 results),USA: 2018 - U.S. Championships (14 results); 2018 - U.S. Men's National Qualifier (7 results),Anton Stephenson: not found 2020-2025 | Anthony Stephenson: not found 2020-2025
athlete_match_fe5afaa221d5d8bd,medium,possible_existing_athlete_match,Antonio Quetglas,MAG,2849,Toni Quetglas,ESP,0.897,ESP,merge as same athlete,,,,ESP: 2019 - Spanish Championships (7 results),ESP: 2018 - Sokol Grand Prix (4 results); 2018 - Spanish Championships (7 results),Antonio Quetglas: 2020: ESP:7 | Toni Quetglas: 2020: ESP:1 / 2022: ESP:5
athlete_match_24825a9ed654f123,medium,possible_existing_athlete_match,Anubhab Ghosh,MAG,250,Anubhav Ghosh,IND,0.923,IND,merge as same athlete,,,,IND: 2019 - Indian Championships (8 results),IND: 2018 - Indian Championships (1 result),Anubhab Ghosh: not found 2020-2025 | Anubhav Ghosh: not found 2020-2025
athlete_match_2aeea8494a04d506,medium,possible_existing_athlete_match,Aoka Mori,WAG,3621,Aoika Mori,JPN,0.947,JPN,merge as same athlete,,,,JPN: 2019 - All-Japan Championships (10 results); 2019 - All-Japan Event Championships (2 results); 2019 - All-Japan Junior Championships (5 results); 2019 - Cottbus World Cup (1 result); 2019 - Japanese International Trials (5 results); 2019 - NHK Trophy (5 results),JPN: 2018 - All-Japan Championships (5 results); 2018 - All-Japan Team Championships (5 results),Aoka Mori: 2020: JPN:17 / 2021: JPN:13 / 2022: JPN:18 / 2023: JPN:25 | Aoika Mori: not found 2020-2025
athlete_match_7c053ce6f0b0b3f2,medium,possible_existing_athlete_match,Arkadiusz Bejger,MAG,264,Arkadlusz Bejger,POL,0.938,POL,merge as same athlete,,,,POL: 2019 - Polish Championships (10 results); 2019 - Polish Men's Cup (3 results),POL: 2018 - Polish Championships (13 results),Arkadiusz Bejger: 2020: POL:4 | Arkadlusz Bejger: not found 2020-2025
athlete_match_64deafd43ab79e19,medium,possible_existing_athlete_match,Arkadiy Poltev,MAG,263,Arkadii Poltyev,RUS,0.897,RUS,merge as same athlete,,,,RUS: 2019 - Russian Junior Championships (15 results),RUS: 2018 - Russian Junior Championships (14 results),Arkadiy Poltev: 2020: RUS:15 / 2022: RUS:10 | Arkadii Poltyev: not found 2020-2025
athlete_match_713840d2a4b58256,medium,possible_existing_athlete_match,Armen Vartanyan,MAG,266,Armen Bartanyan,RUS,0.933,RUS,merge as same athlete,,,,RUS: 2019 - Russian Championships (3 results),RUS: 2018 - Russian Championships (4 results),Armen Vartanyan: not found 2020-2025 | Armen Bartanyan: not found 2020-2025
athlete_match_fbdf7259aa626d03,medium,possible_existing_athlete_match,Artem Pleshkin,MAG,289,Artyom Pleshkin,RUS,0.897,RUS,merge as same athlete,,,,RUS: 2019 - Larisa Latynina Cup (11 results); 2019 - Russian Championships (17 results),RUS: 2018 - Russian Championships day 1 (17 results); 2018 - Russian Championships day 2 (17 results),Artem Pleshkin: 2020: RUS:30 | Artyom Pleshkin: 2021: RUS:18 / 2022: RUS:17 / 2023: RUS:19 / 2024: RUS:14 / 2025: RUS:7
athlete_match_005f9b04a7f2c302,medium,possible_existing_athlete_match,Azuki Kokufugata,WAG,3703,Azuki Kokubugata,JPN,0.938,JPN,merge as same athlete,,,,JPN: 2019 - All-Japan Championships (5 results); 2019 - All-Japan Event Championships (4 results); 2019 - All-Japan Junior Championships (5 results); 2019 - All-Japan Team Championships (5 results); 2019 - International Gymnix (7 results),JPN: 2018 - All-Japan Event Championships (2 results); 2018 - All-Japan Team Championships (5 results),Azuki Kokufugata: 2020: JPN:20 / 2021: JPN:10 / 2022: JPN:19 / 2023: JPN:18 / 2024: JPN:32 / 2025: JPN:24 | Azuki Kokubugata: not found 2020-2025
athlete_match_d9bb38bc353b53f6,medium,possible_existing_athlete_match,Balasz Kiss,MAG,326,Balazs Kiss,HUN,0.909,HUN,merge as same athlete,,,,HUN: 2019 - Hungarian National League Championships (3 results),HUN: 2018 - Budapest Men's Friendly (7 results); 2018 - European Championships (3 results); 2018 - Hungarian Championships (4 results); 2018 - Hungarian Event Championships (6 results); 2018 - Hungarian Masters Championships (10 results); 2018 - Szombathely Challenge Cup (1 result),Balasz Kiss: not found 2020-2025 | Balazs Kiss: 2020: HUN:29 / 2021: HUN:4 / 2022: HUN:53 / 2023: HUN:44 / 2024: HUN:50 / 2025: HUN:30
athlete_match_29d760e0fcf70891,medium,possible_existing_athlete_match,Barbara Hajkova,WAG,3707,Barbora Hajkova,CZE,0.933,CZE,merge as same athlete,,,,CZE: 2019 - Barborka Cup (5 results),CZE: 2018 - Gymnova Cup (5 results),Barbara Hajkova: not found 2020-2025 | Barbora Hajkova: 2021: CZE:10 / 2022: CZE:7 / 2023: CZE:10
athlete_match_aaf360ab9510c52a,medium,possible_existing_athlete_match,Beatriz Stritzl,WAG,3715,Beatrice Stritzl,AUT,0.903,AUT,merge as same athlete,,,,AUT: 2019 - Austrian Championships (3 results),AUT: 2018 - Austrian Championships (9 results),Beatriz Stritzl: not found 2020-2025 | Beatrice Stritzl: not found 2020-2025
athlete_match_452beb376eec13f1,medium,possible_existing_athlete_match,Bram Vanmullen,MAG,398,Bram Vanmullem,BEL,0.929,BEL,merge as same athlete,,,,BEL: 2019 - Lingvallen Cup (7 results),BEL: 2018 - Belgian Championships (7 results); 2018 - Dutch Championships (7 results),Bram Vanmullen: not found 2020-2025 | Bram Vanmullem: 2021: BEL:5
athlete_match_03ee5908f9cd2859,medium,possible_existing_athlete_match,Bruno da Silva,MAG,415,Bruno Silva,BRA,0.88,BRA,merge as same athlete,,,,BRA: 2019 - Brazilian Championships (7 results),BRA: 2018 - Brazilian Junior Championships (4 results),Bruno da Silva: not found 2020-2025 | Bruno Silva: 2021: BRA:7 / 2022: BRA:50 / 2023: BRA:17
athlete_match_9513802636b32a77,medium,possible_existing_athlete_match,Caitlyn Firth,WAG,3789,Caitlin Firth,GBR,0.923,GBR,merge as same athlete,,,,GBR: 2019 - English Championships (5 results),GBR: 2018 - English Championships (3 results),Caitlyn Firth: not found 2020-2025 | Caitlin Firth: not found 2020-2025
athlete_match_91f6cc27a5f63faa,medium,possible_existing_athlete_match,Carolina Martin,WAG,3837,Carla Martin,ESP,0.889,ESP,keep separate,,,Post-decision conflict review: different athlete; keep separate.,ESP: 2019 - 1st Spanish League (5 results); 2019 - 2nd Spanish League (5 results); 2019 - 3rd Spanish League (5 results); 2019 - Spanish League Finals (5 results); 2020 - 1st Spanish League (2020 season) (5 results),ESP: 2018 - 1st Spanish League (1 result); 2018 - 2nd Spanish League (1 result); 2018 - 3rd Spanish League (1 result),Carolina Martin: 2020: ESP:1 / 2021: ESP:15 / 2022: ESP:15 / 2023: ESP:15 | Carla Martin: not found 2020-2025
athlete_match_ccd2aa0336bbec88,medium,possible_existing_athlete_match,Cauã Siqueira,MAG,454,Caua Siqueira,BRA,0.923,BRA,merge as same athlete,,,,BRA: 2019 - Brazilian Championships (7 results),BRA: 2018 - Brazilian Junior Championships (7 results),Cauã Siqueira: not found 2020-2025 | Caua Siqueira: 2021: BRA:7 / 2022: BRA:14 / 2023: BRA:18
athlete_match_077e6c60867220e6,medium,possible_existing_athlete_match,Cen Yu,MAG,478,Chen Yu,CHN,0.923,CHN,keep separate,,,Post-decision conflict review: different athlete; keep separate.,CHN: 2019 - Chinese Championships (9 results); 2019 - Chinese Individual Championships (6 results),CHN: 2018 - Chinese Individual Junior Championships (11 results),Cen Yu: 2020: CHN:4 / 2021: CHN:7 | Chen Yu: 2020: CHN:5 / 2021: CHN:7 / 2022: CHN:3 / 2023: CHN:8 / 2025: CHN:11
athlete_match_d975265c962bf2e0,medium,possible_existing_athlete_match,Chiou Min-Han,MAG,483,Chiou Min Han,TPE,0.923,TPE,merge as same athlete,,,,TPE: 2019 - Junior World Championships (7 results),TPE: 2018 - Gymnasiade (4 results),Chiou Min-Han: 2025: TPE:21 | Chiou Min Han: not found 2020-2025
athlete_match_ccee2c7479f0b3c8,medium,possible_existing_athlete_match,Céline Sidler,WAG,3898,Celine Sidler,SUI,0.923,SUI,merge as same athlete,,,,SUI: 2019 - Swiss Turnfest (5 results),SUI: 2018 - Swiss Championships (3 results),Céline Sidler: 2023: SUI:9 | Celine Sidler: 2022: SUI:2
athlete_match_81ffafd8b273091a,medium,possible_existing_athlete_match,Daisho Ishizawa,MAG,563,Daisho Ishigawa,JPN,0.933,JPN,merge as same athlete,,,,JPN: 2019 - All-Japan Championships (7 results),JPN: 2018 - All-Japan Championships (7 results),Daisho Ishizawa: 2020: JPN:7 | Daisho Ishigawa: not found 2020-2025
athlete_match_77a584561295dc9b,medium,possible_existing_athlete_match,Daniel Carrion,MAG,676,Dawiel Carrion,ESP,0.929,ESP,merge as same athlete,,,,ESP: 2019 - International Junior Team Cup (7 results); 2019 - Mediterranean Championships (8 results),ESP: 2018 - International Junior Team Cup (7 results),Daniel Carrion: 2020: ESP:16 / 2021: ESP:9 / 2022: ESP:87 / 2023: ESP:55 / 2024: ESP:35 / 2025: ESP:10 | Dawiel Carrion: not found 2020-2025
athlete_match_04828e3c10d001ba,medium,possible_existing_athlete_match,Daniel Nendieta,MAG,592,Daniel Mendieta,ESP,0.933,ESP,merge as same athlete,,,,ESP: 2019 - Liukin Invitational (7 results),ESP: 2018 - International GymSport (11 results); 2018 - Joaquin Blume Memorial (7 results); 2018 - Spanish Championships (7 results); 2018 - Stella Zakharova Cup (8 results),Daniel Nendieta: not found 2020-2025 | Daniel Mendieta: 2021: ESP:1 / 2023: ESP:7 / 2024: ESP:7 / 2025: ESP:4
athlete_match_bd1212cf6b910797,medium,possible_existing_athlete_match,Daniel Radovsenicky,MAG,599,Daniel Radovesnicky,CZE,0.947,CZE,merge as same athlete,,,,CZE: 2019 - Czech Championships (11 results),CZE: 2018 - Austrian Team Open (7 results); 2018 - European Championships (7 results); 2018 - Paris Challenge Cup (2 results); 2018 - World Championships (7 results),Daniel Radovsenicky: not found 2020-2025 | Daniel Radovesnicky: 2020: CZE:4 / 2021: CZE:11 / 2022: CZE:2 / 2023: CZE:7 / 2024: CZE:29 / 2025: CZE:24
athlete_match_f17d0b92b4f0aeec,medium,possible_existing_athlete_match,Daniel Slwinski,MAG,603,Daniel Siwinski,POL,0.933,POL,merge as same athlete,,,,POL: 2019 - Polish Men's Cup (4 results),POL: 2018 - Polish Championships (9 results),Daniel Slwinski: not found 2020-2025 | Daniel Siwinski: not found 2020-2025
athlete_match_d8051fb87b17d0f0,medium,possible_existing_athlete_match,Daniela Briceno,WAG,4057,Daniela Briceño,MEX,0.933,MEX,merge as same athlete,,,,MEX: 2019 - Houston National Invitational (3 results),MEX: 2018 - Junior Pan American Championships (8 results); 2018 - Mexican Championships (5 results); 2018 - Pacific Rim Championships (6 results),Daniela Briceno: not found 2020-2025 | Daniela Briceño: 2021: MEX:8
athlete_match_63712ad38785ba82,medium,possible_existing_athlete_match,David Schlueter,MAG,656,David Schlüter,GER,0.897,GER,merge as same athlete,,,,GER: 2019 - RD761 International Cup (6 results),GER: 2018 - International Junior Team Cup (8 results),David Schlueter: not found 2020-2025 | David Schlüter: 2020: GER:3 / 2021: GER:13 / 2022: GER:43 / 2023: GER:36 / 2024: GER:4
athlete_match_cab94322ad10ad33,medium,possible_existing_athlete_match,Denis Zaytsev,MAG,694,Denis Zaitsev,RUS,0.923,RUS,merge as same athlete,,,,RUS: 2019 - Russian Championships (7 results),RUS: 2018 - Russian Championships (10 results),Denis Zaytsev: not found 2020-2025 | Denis Zaitsev: 2022: RUS:2
athlete_match_247e4481aaaaf750,medium,possible_existing_athlete_match,Dmitrii Dubinin,MAG,742,Dmitriy Dubinin,RUS,0.933,RUS,merge as same athlete,,,,RUS: 2019 - Russian Championships (7 results),RUS: 2018 - Dityatin Cup (7 results); 2018 - Russian Championships (17 results),Dmitrii Dubinin: not found 2020-2025 | Dmitriy Dubinin: 2021: RUS:4 / 2022: RUS:12 / 2023: RUS:5 / 2024: RUS:17
athlete_match_e9e8807e469ff3f5,medium,possible_existing_athlete_match,Dmitrii Miskov,MAG,748,Dmitriy Miskov,RUS,0.929,RUS,merge as same athlete,,,,RUS: 2019 - Russian Championships (7 results),RUS: 2018 - Russian Championships (16 results),Dmitrii Miskov: not found 2020-2025 | Dmitriy Miskov: 2021: RUS:14 / 2022: RUS:43 / 2023: RUS:30 / 2024: RUS:38
athlete_match_c8acab81b9e6fcc4,medium,possible_existing_athlete_match,Dzmitry Hurynovich,MAG,745,Dmitriy Hurynovich,BLR,0.944,BLR,merge as same athlete,,,,BLR: 2019 - Cottbus World Cup (5 results); 2019 - European Games Test Event (12 results),BLR: 2018 - Dityatin Cup (14 results),Dzmitry Hurynovich: 2021: BLR:15 / 2022: BLR:5 | Dmitriy Hurynovich: not found 2020-2025
athlete_match_05b7e6162211d204,medium,possible_existing_athlete_match,Ekrai Ingale,MAG,816,Ekraj Ingale,GBR,0.917,GBR,merge as same athlete,,,,GBR: 2019 - Welsh Championships (7 results),GBR: 2018 - British Championships (7 results),Ekrai Ingale: not found 2020-2025 | Ekraj Ingale: not found 2020-2025
athlete_match_0be065a94744b02b,medium,possible_existing_athlete_match,Eliran Ioskovich,MAG,832,Eliran Ioscovich,ISR,0.938,ISR,merge as same athlete,,,,ISR: 2019 - Larisa Latynina Cup (9 results),ISR: 2018 - European Championships (7 results); 2018 - International Junior Team Cup (8 results); 2018 - Israeli Championships (7 results),Eliran Ioskovich: not found 2020-2025 | Eliran Ioscovich: 2020: ISR:7 / 2022: ISR:34 / 2023: ISR:40 / 2024: ISR:1 / 2025: ISR:7
athlete_match_b76fb7e8e3e0e3cd,medium,possible_existing_athlete_match,Elisavet Koronidou,WAG,4251,Elizavet Koronidou,GRE,0.944,GRE,merge as same athlete,,,,GRE: 2019 - Greek Championships (10 results),GRE: 2018 - Greek Championships (9 results),Elisavet Koronidou: 2021: GRE:5 | Elizavet Koronidou: not found 2020-2025
athlete_match_a4d17441f942fc61,medium,possible_existing_athlete_match,Fabian Herzog,MAG,904,Fabien Herzog,SUI,0.923,SUI,merge as same athlete,,,,SUI: 2019 - Swiss Team Championships (7 results),SUI: 2018 - Austrian Team Open (7 results); 2018 - Swiss Championships (7 results),Fabian Herzog: not found 2020-2025 | Fabien Herzog: not found 2020-2025
athlete_match_4fb61553901d47b2,medium,possible_existing_athlete_match,Fabian Pena,MAG,902,Fabian Peña,BOL,0.909,BOL,merge as same athlete,,,,BOL: 2019 - South American Junior Championships (7 results),BOL: 2018 - South American Junior Championships (7 results),Fabian Pena: not found 2020-2025 | Fabian Peña: 2021: BOL:14 / 2022: BOL:21 / 2023: BOL:7
athlete_match_e6610259a50fff87,medium,possible_existing_athlete_match,Felipe Almeida,MAG,950,Filipe Almeida,POR,0.929,POR,merge as same athlete,,,,POR: 2019 - Portuguese Championships (7 results),POR: 2018 - European Championships (7 results); 2018 - International GymSport (8 results); 2018 - International Junior Team Cup (7 results); 2018 - Portuguese Championships (7 results); 2018 - Youth Olympic Games Qualifier (7 results),Felipe Almeida: not found 2020-2025 | Filipe Almeida: 2021: POR:6 / 2022: POR:35 / 2025: POR:13
athlete_match_75306aeae25e72eb,medium,possible_existing_athlete_match,Fliip Lidbeck,MAG,945,Filip Lidbeck,SWE,0.923,SWE,merge as same athlete,,,,SWE: 2019 - Cottbus World Cup (4 results),SWE: 2018 - European Championships (5 results); 2018 - Nordic Championships (11 results); 2018 - Osijek Challenge Cup (5 results); 2018 - Swedish Championships (9 results); 2018 - World Championships (4 results),Fliip Lidbeck: not found 2020-2025 | Filip Lidbeck: 2020: SWE:14 / 2021: SWE:25 / 2022: SWE:25 / 2023: SWE:46 / 2024: SWE:28 / 2025: SWE:20
athlete_match_c8ef11b1413e0b67,medium,possible_existing_athlete_match,Gabriel Cerqueira,MAG,1013,Gabriel Serqueira,BRA,0.941,BRA,merge as same athlete,,,,BRA: 2019 - Brazilian Championships (8 results); 2019 - Brazilian Event Championships (4 results),BRA: 2018 - Brazilian Championships (7 results); 2018 - Brazilian Event Championships (2 results),Gabriel Cerqueira: 2021: BRA:7 | Gabriel Serqueira: not found 2020-2025
athlete_match_ef7b46d50a5c5d35,medium,possible_existing_athlete_match,Grigory Klimentiev,MAG,1070,Grigoriy Klimentyev,RUS,0.919,RUS,merge as same athlete,,,,RUS: 2019 - Voronin Cup (2 results),RUS: 2018 - Russian Championships (4 results),Grigory Klimentiev: not found 2020-2025 | Grigoriy Klimentyev: 2020: RUS:5 / 2022: RUS:2 / 2023: RUS:2 / 2024: RUS:6
athlete_match_4670f2dffc5cef9d,medium,possible_existing_athlete_match,Guilherme de Paula,MAG,1076,Guilherme Paula,BRA,0.909,BRA,merge as same athlete,,,,BRA: 2019 - Brazilian Event Championships (7 results),BRA: 2018 - Brazilian Junior Championships (9 results),Guilherme de Paula: not found 2020-2025 | Guilherme Paula: 2021: BRA:8
athlete_match_bc2516fa794cfe83,medium,possible_existing_athlete_match,Hafizur Rahaman Monda,MAG,1092,Hafijur Rahaman Mondal,IND,0.93,IND,merge as same athlete,,,,IND: 2019 - Indian Championships (9 results),IND: 2018 - Indian Championships (1 result),Hafizur Rahaman Monda: not found 2020-2025 | Hafijur Rahaman Mondal: not found 2020-2025
athlete_match_d60f40f5163434b6,medium,possible_existing_athlete_match,Hana Akaho,WAG,4667,Hana Ako,JPN,0.889,JPN,merge as same athlete,,,,JPN: 2019 - Zhaoqing Challenge Cup (6 results),JPN: 2018 - All-Japan Team Championships (3 results),Hana Akaho: 2020: JPN:3 / 2024: JPN:5 | Hana Ako: not found 2020-2025
athlete_match_2108a12f1e94f304,medium,possible_existing_athlete_match,He Zixuan,WAG,4703,He Yixuan,CHN,0.889,CHN,merge as same athlete,,,,CHN: 2019 - Chinese Championships (5 results); 2019 - Chinese Junior Championships (5 results); 2019 - Chinese National Youth Games (8 results),CHN: 2018 - Chinese Junior Championships (13 results),He Zixuan: 2020: CHN:30 / 2021: CHN:2 | He Yixuan: not found 2020-2025
athlete_match_b3efe1e50f981b00,medium,possible_existing_athlete_match,Helmi Tuohimäki,WAG,4714,Helmi Tuohlmäki,FIN,0.933,FIN,merge as same athlete,,,,FIN: 2019 - Finnish Championships (5 results),FIN: 2018 - Finnish Championships (9 results),Helmi Tuohimäki: 2020: FIN:4 / 2021: FIN:7 / 2022: FIN:3 / 2023: FIN:22 | Helmi Tuohlmäki: not found 2020-2025
athlete_match_ba3430a6b2660021,medium,possible_existing_athlete_match,Henrique Guimarães,MAG,1138,Henrique Guimaraes,BRA,0.944,BRA,merge as same athlete,,,,BRA: 2019 - Brazilian Championships (7 results),BRA: 2018 - Brazilian Junior Championships (7 results),Henrique Guimarães: not found 2020-2025 | Henrique Guimaraes: not found 2020-2025
athlete_match_b7bee515cef47c92,medium,possible_existing_athlete_match,Hillal Metedji,MAG,1145,Hillal Metidji,ALG,0.929,ALG,merge as same athlete,,,,ALG: 2019 - African Games (9 results),ALG: 2018 - African Championships (10 results); 2018 - Mediterranean Games (2 results),Hillal Metedji: not found 2020-2025 | Hillal Metidji: 2021: ALG:7 / 2022: ALG:29 / 2023: ALG:20
athlete_match_276aa7a173731fb4,medium,possible_existing_athlete_match,Hirohito Kohama,MAG,1147,Hirohito Obama,JPN,0.897,JPN,merge as same athlete,,,,JPN: 2019 - All-Japan Championships (7 results); 2019 - All-Japan Event Championships (3 results); 2019 - Guimaraes Challenge Cup (4 results),JPN: 2018 - All-Japan Event Championships (2 results); 2018 - NHK Trophy (1 result),Hirohito Kohama: 2020: JPN:4 / 2021: JPN:5 / 2022: JPN:8 / 2023: JPN:3 | Hirohito Obama: not found 2020-2025
