review_id,review_priority,problem_type,athlete_name,discipline,suggested_existing_athlete,suggested_existing_country,suggestion_confidence,collision_countries,results_by_country,future_country_evidence,decision,action,country,notes
athlete_match_247e4481aaaaf750,medium,possible_existing_athlete_match,Dmitrii Dubinin,MAG,Dmitriy Dubinin,RUS,0.933,RUS,RUS: 2019 - Russian Championships (7 results),Dmitrii Dubinin: not found 2020-2025 | Dmitriy Dubinin: 2021: RUS:4 / 2022: RUS:12 / 2023: RUS:5 / 2024: RUS:17,,,,
athlete_match_e9e8807e469ff3f5,medium,possible_existing_athlete_match,Dmitrii Miskov,MAG,Dmitriy Miskov,RUS,0.929,RUS,RUS: 2019 - Russian Championships (7 results),Dmitrii Miskov: not found 2020-2025 | Dmitriy Miskov: 2021: RUS:14 / 2022: RUS:43 / 2023: RUS:30 / 2024: RUS:38,,,,
athlete_match_c8acab81b9e6fcc4,medium,possible_existing_athlete_match,Dzmitry Hurynovich,MAG,Dmitriy Hurynovich,BLR,0.944,BLR,BLR: 2019 - Cottbus World Cup (5 results); 2019 - European Games Test Event (12 results),Dzmitry Hurynovich: 2021: BLR:15 / 2022: BLR:5 | Dmitriy Hurynovich: not found 2020-2025,,,,
athlete_match_05b7e6162211d204,medium,possible_existing_athlete_match,Ekrai Ingale,MAG,Ekraj Ingale,GBR,0.917,GBR,GBR: 2019 - Welsh Championships (7 results),Ekrai Ingale: not found 2020-2025 | Ekraj Ingale: not found 2020-2025,,,,
athlete_match_0be065a94744b02b,medium,possible_existing_athlete_match,Eliran Ioskovich,MAG,Eliran Ioscovich,ISR,0.938,ISR,ISR: 2019 - Larisa Latynina Cup (9 results),Eliran Ioskovich: not found 2020-2025 | Eliran Ioscovich: 2020: ISR:7 / 2022: ISR:34 / 2023: ISR:40 / 2024: ISR:1 / 2025: ISR:7,,,,
athlete_match_b76fb7e8e3e0e3cd,medium,possible_existing_athlete_match,Elisavet Koronidou,WAG,Elizavet Koronidou,GRE,0.944,GRE,GRE: 2019 - Greek Championships (10 results),Elisavet Koronidou: 2021: GRE:5 | Elizavet Koronidou: not found 2020-2025,,,,
athlete_match_a4d17441f942fc61,medium,possible_existing_athlete_match,Fabian Herzog,MAG,Fabien Herzog,SUI,0.923,SUI,SUI: 2019 - Swiss Team Championships (7 results),Fabian Herzog: not found 2020-2025 | Fabien Herzog: not found 2020-2025,,,,
athlete_match_4fb61553901d47b2,medium,possible_existing_athlete_match,Fabian Pena,MAG,Fabian Peña,BOL,0.909,BOL,BOL: 2019 - South American Junior Championships (7 results),Fabian Pena: not found 2020-2025 | Fabian Peña: 2021: BOL:14 / 2022: BOL:21 / 2023: BOL:7,,,,
athlete_match_e6610259a50fff87,medium,possible_existing_athlete_match,Felipe Almeida,MAG,Filipe Almeida,POR,0.929,POR,POR: 2019 - Portuguese Championships (7 results),Felipe Almeida: not found 2020-2025 | Filipe Almeida: 2021: POR:6 / 2022: POR:35 / 2025: POR:13,,,,
athlete_match_75306aeae25e72eb,medium,possible_existing_athlete_match,Fliip Lidbeck,MAG,Filip Lidbeck,SWE,0.923,SWE,SWE: 2019 - Cottbus World Cup (4 results),Fliip Lidbeck: not found 2020-2025 | Filip Lidbeck: 2020: SWE:14 / 2021: SWE:25 / 2022: SWE:25 / 2023: SWE:46 / 2024: SWE:28 / 2025: SWE:20,,,,
athlete_match_c8ef11b1413e0b67,medium,possible_existing_athlete_match,Gabriel Cerqueira,MAG,Gabriel Serqueira,BRA,0.941,BRA,BRA: 2019 - Brazilian Championships (8 results); 2019 - Brazilian Event Championships (4 results),Gabriel Cerqueira: 2021: BRA:7 | Gabriel Serqueira: not found 2020-2025,,,,
athlete_match_ef7b46d50a5c5d35,medium,possible_existing_athlete_match,Grigory Klimentiev,MAG,Grigoriy Klimentyev,RUS,0.919,RUS,RUS: 2019 - Voronin Cup (2 results),Grigory Klimentiev: not found 2020-2025 | Grigoriy Klimentyev: 2020: RUS:5 / 2022: RUS:2 / 2023: RUS:2 / 2024: RUS:6,,,,
athlete_match_4670f2dffc5cef9d,medium,possible_existing_athlete_match,Guilherme de Paula,MAG,Guilherme Paula,BRA,0.909,BRA,BRA: 2019 - Brazilian Event Championships (7 results),Guilherme de Paula: not found 2020-2025 | Guilherme Paula: 2021: BRA:8,,,,
athlete_match_bc2516fa794cfe83,medium,possible_existing_athlete_match,Hafizur Rahaman Monda,MAG,Hafijur Rahaman Mondal,IND,0.93,IND,IND: 2019 - Indian Championships (9 results),Hafizur Rahaman Monda: not found 2020-2025 | Hafijur Rahaman Mondal: not found 2020-2025,,,,
athlete_match_d60f40f5163434b6,medium,possible_existing_athlete_match,Hana Akaho,WAG,Hana Ako,JPN,0.889,JPN,JPN: 2019 - Zhaoqing Challenge Cup (6 results),Hana Akaho: 2020: JPN:3 / 2024: JPN:5 | Hana Ako: not found 2020-2025,,,,
athlete_match_2108a12f1e94f304,medium,possible_existing_athlete_match,He Zixuan,WAG,He Yixuan,CHN,0.889,CHN,CHN: 2019 - Chinese Championships (5 results); 2019 - Chinese Junior Championships (5 results); 2019 - Chinese National Youth Games (8 results),He Zixuan: 2020: CHN:30 / 2021: CHN:2 | He Yixuan: not found 2020-2025,,,,
athlete_match_b3efe1e50f981b00,medium,possible_existing_athlete_match,Helmi Tuohimäki,WAG,Helmi Tuohlmäki,FIN,0.933,FIN,FIN: 2019 - Finnish Championships (5 results),Helmi Tuohimäki: 2020: FIN:4 / 2021: FIN:7 / 2022: FIN:3 / 2023: FIN:22 | Helmi Tuohlmäki: not found 2020-2025,,,,
athlete_match_ba3430a6b2660021,medium,possible_existing_athlete_match,Henrique Guimarães,MAG,Henrique Guimaraes,BRA,0.944,BRA,BRA: 2019 - Brazilian Championships (7 results),Henrique Guimarães: not found 2020-2025 | Henrique Guimaraes: not found 2020-2025,,,,
athlete_match_b7bee515cef47c92,medium,possible_existing_athlete_match,Hillal Metedji,MAG,Hillal Metidji,ALG,0.929,ALG,ALG: 2019 - African Games (9 results),Hillal Metedji: not found 2020-2025 | Hillal Metidji: 2021: ALG:7 / 2022: ALG:29 / 2023: ALG:20,,,,
athlete_match_276aa7a173731fb4,medium,possible_existing_athlete_match,Hirohito Kohama,MAG,Hirohito Obama,JPN,0.897,JPN,JPN: 2019 - All-Japan Championships (7 results); 2019 - All-Japan Event Championships (3 results); 2019 - Guimaraes Challenge Cup (4 results),Hirohito Kohama: 2020: JPN:4 / 2021: JPN:5 / 2022: JPN:8 / 2023: JPN:3 | Hirohito Obama: not found 2020-2025,,,,
athlete_match_0e42bdb2179d5258,medium,possible_existing_athlete_match,Huang Tzu-Hsing,WAG,Huang Tzu Hsing,TPE,0.933,TPE,TPE: 2019 - Asian Junior Cup (13 results); 2019 - Junior World Championships (7 results),Huang Tzu-Hsing: 2020: TPE:5 / 2022: TPE:7 / 2023: TPE:1 / 2024: TPE:17 | Huang Tzu Hsing: not found 2020-2025,,,,
athlete_match_ede89ee5e396257f,medium,possible_existing_athlete_match,Hung Shih-Tung,MAG,Hung Shih Tung,TPE,0.929,TPE,TPE: 2019 - Melbourne World Cup (4 results); 2019 - Singapore Open (9 results),Hung Shih-Tung: 2021: TPE:7 / 2023: TPE:8 | Hung Shih Tung: not found 2020-2025,,,,
athlete_match_aa78fcd98d5ad704,medium,possible_existing_athlete_match,Ilya Lyubimov,MAG,Ilya Lyubinov,RUS,0.923,RUS,RUS: 2019 - Russian Championships (7 results),Ilya Lyubimov: 2020: RUS:3 | Ilya Lyubinov: not found 2020-2025,,,,
athlete_match_b41c9efcd4f497f1,medium,possible_existing_athlete_match,Ilya Vasilenka,MAG,Iliya Vaslenka,BLR,0.929,BLR,BLR: 2019 - Barborka Cup (7 results); 2019 - European Games Test Event (7 results),Ilya Vasilenka: 2020: BLR:16 / 2021: BLR:13 | Iliya Vaslenka: not found 2020-2025,,,,
athlete_match_8ace63000b0321b2,medium,possible_existing_athlete_match,Ingrid Hafenbrädl,WAG,Ingrid Häfenbradl,NOR,0.882,NOR,NOR: 2019 - 1st Norwegian FIG Meet (3 results); 2019 - DTB Team Challenge (1 result); 2019 - Tiger Cup (4 results); 2019 - Unni & Haralds Trophy (2 results),Ingrid Hafenbrädl: not found 2020-2025 | Ingrid Häfenbradl: not found 2020-2025,,,,
athlete_match_5ab8d7c37740e97b,medium,possible_existing_athlete_match,Iris Goncalves,WAG,Iris Gonçalves,POR,0.929,POR,POR: 2019 - Portuguese Championships (5 results); 2019 - Portuguese Super Finals (6 results),Iris Goncalves: not found 2020-2025 | Iris Gonçalves: 2023: POR:7,,,,
athlete_match_6c3aa4a7f2741da4,medium,possible_existing_athlete_match,Iryna Govzan,WAG,Irina Govzan,UKR,0.917,UKR,UKR: 2019 - Ukrainian Championships (5 results),Iryna Govzan: not found 2020-2025 | Irina Govzan: not found 2020-2025,,,,
athlete_match_44202baee86134b4,medium,possible_existing_athlete_match,Issac Cotto,MAG,Isaac Cotto,PUR,0.909,PUR,PUR: 2019 - Liukin Invitational (7 results),Issac Cotto: not found 2020-2025 | Isaac Cotto: not found 2020-2025,,,,
athlete_match_5621a376cdb527cf,medium,possible_existing_athlete_match,Ivan Karasyov,MAG,Ivan Karasyev,RUS,0.923,RUS,RUS: 2019 - Russian Junior Championships (15 results),Ivan Karasyov: not found 2020-2025 | Ivan Karasyev: not found 2020-2025,,,,
athlete_match_a96f5d9d7f7ee1dc,medium,possible_existing_athlete_match,Jake Stanley,MAG,Jack Stanley,GBR,0.917,GBR,GBR: 2019 - British Championships (7 results),Jake Stanley: not found 2020-2025 | Jack Stanley: 2021: GBR:2 / 2022: GBR:69 / 2023: GBR:2 / 2025: GBR:36,,,,
athlete_match_6bdca0e586174dfd,medium,possible_existing_athlete_match,Jalin Möhlenbrock,WAG,Jalin Mühlenbrock,GER,0.941,GER,GER: 2019 - 1st Bundesliga (1 result); 2019 - 3rd Bundesliga (1 result),Jalin Möhlenbrock: not found 2020-2025 | Jalin Mühlenbrock: not found 2020-2025,,,,
athlete_match_f0e9f836a9e6dba4,medium,possible_existing_athlete_match,Jayson Rampersas,MAG,Jayson Rampersad,CAN,0.938,CAN,CAN: 2019 - International Junior Team Cup (8 results),Jayson Rampersas: not found 2020-2025 | Jayson Rampersad: 2020: CAN:1 / 2021: CAN:32 / 2022: CAN:16 / 2023: CAN:30 / 2024: CAN:14 / 2025: CAN:20,,,,
athlete_match_28635cc499299394,medium,possible_existing_athlete_match,Jermain Gruenberg,MAG,Jermain Grünberg,NED,0.909,NED,NED: 2019 - Cottbus World Cup (1 result),Jermain Gruenberg: not found 2020-2025 | Jermain Grünberg: 2021: NED:17 / 2022: NED:33 / 2023: NED:54 / 2024: NED:47 / 2025: NED:44,,,,
athlete_match_8a06f4d9ea5d2020,medium,possible_existing_athlete_match,Jermain Grunberg,MAG,Jermain Grünberg,NED,0.938,NED,NED: 2019 - Heerenveen Men's Friendly (7 results),Jermain Grunberg: 2021: NED:7 | Jermain Grünberg: 2021: NED:17 / 2022: NED:33 / 2023: NED:54 / 2024: NED:47 / 2025: NED:44,,,,
athlete_match_6beb0407d7bd749e,medium,possible_existing_athlete_match,Jimi Päivanen,MAG,Jimi Päivänen,FIN,0.923,FIN,FIN: 2019 - Guimaraes Challenge Cup (2 results),Jimi Päivanen: not found 2020-2025 | Jimi Päivänen: 2020: FIN:4 / 2021: FIN:5 / 2022: FIN:5 / 2023: FIN:1 / 2024: FIN:1,,,,
athlete_match_5664c933421306a3,medium,possible_existing_athlete_match,Joao Lucas Vieira,MAG,João Lucas Vieira,BRA,0.941,BRA,BRA: 2019 - Brazilian Championships (13 results),Joao Lucas Vieira: not found 2020-2025 | João Lucas Vieira: not found 2020-2025,,,,
athlete_match_4e1ede7c08928e49,medium,possible_existing_athlete_match,Joshua Cook,MAG,Josh Cook,GBR,0.9,GBR,GBR: 2019 - Cardiff Men's Friendly (7 results),Joshua Cook: 2022: GBR:17 | Josh Cook: 2023: GBR:4,,,,
athlete_match_48d32c6239277c2b,medium,possible_existing_athlete_match,Julio Gonçalves,MAG,Julio Goncalves,BRA,0.933,BRA,BRA: 2019 - Brazilian Championships (9 results),Julio Gonçalves: not found 2020-2025 | Julio Goncalves: not found 2020-2025,,,,
athlete_match_f0fc5abe28ce42e4,medium,possible_existing_athlete_match,Jumpei Oka,MAG,Junpei Oka,JPN,0.9,JPN,JPN: 2019 - Asian Championships (6 results),Jumpei Oka: 2020: JPN:7 | Junpei Oka: 2020: JPN:21 / 2021: JPN:23,,,,
athlete_match_49cd511d74b199c1,medium,possible_existing_athlete_match,Kacper Gamczarek,MAG,Kacper Garnczarek,POL,0.909,POL,POL: 2019 - Stella Zakharova Cup (10 results),Kacper Gamczarek: not found 2020-2025 | Kacper Garnczarek: 2020: POL:20 / 2021: POL:19 / 2022: POL:34 / 2023: POL:19 / 2024: POL:16 / 2025: POL:37,,,,
athlete_match_7d05ad3b2380a33e,medium,possible_existing_athlete_match,Kateryna Morozova,WAG,Katerina Morozova,UKR,0.941,UKR,UKR: 2019 - Ukrainian Championships (3 results),Kateryna Morozova: not found 2020-2025 | Katerina Morozova: not found 2020-2025,,,,
athlete_match_2644d395f9c7d4d2,medium,possible_existing_athlete_match,Kateryna Shumeiko,WAG,Katerina Shumeiko,UKR,0.941,UKR,UKR: 2019 - Ukrainian Championships (5 results),Kateryna Shumeiko: not found 2020-2025 | Katerina Shumeiko: not found 2020-2025,,,,
athlete_match_194fdfb76aced593,medium,possible_existing_athlete_match,Kateryna Zhosan,WAG,Katerina Zhosan,UKR,0.933,UKR,UKR: 2019 - Ukrainian Championships (5 results),Kateryna Zhosan: not found 2020-2025 | Katerina Zhosan: not found 2020-2025,,,,
athlete_match_70303462f81eb3fd,medium,possible_existing_athlete_match,Katsiaryna Yesis,WAG,Katsiaryina Yesi,BLR,0.938,BLR,BLR: 2019 - Tiger Cup (6 results),Katsiaryna Yesis: 2021: BLR:5 | Katsiaryina Yesi: not found 2020-2025,,,,
athlete_match_1416ac9a54afb111,medium,possible_existing_athlete_match,Kazuki Manami,MAG,Kazuki Minami,JPN,0.923,JPN,JPN: 2019 - All-Japan Team Championships (1 result),Kazuki Manami: not found 2020-2025 | Kazuki Minami: 2020: JPN:3 / 2021: JPN:8 / 2022: JPN:11 / 2023: JPN:35 / 2024: JPN:15 / 2025: JPN:24,,,,
athlete_match_989021eadab6b664,medium,possible_existing_athlete_match,Kiichi Kaneta,MAG,Kiichi Kaneda,JPN,0.923,JPN,JPN: 2019 - All-Japan Championships (7 results); 2019 - Voronin Cup (11 results),"Kiichi Kaneta: 2022: JPN:5 / 2025: JAM:1, JPN:16 | Kiichi Kaneda: 2020: JPN:22 / 2021: JPN:20 / 2022: JPN:18 / 2023: JPN:24 / 2024: JPN:34",,,,
athlete_match_9191bd362ce02198,medium,possible_existing_athlete_match,Kogawa Hiramatsu,MAG,Kokawa Hiramatsu,JPN,0.938,JPN,JPN: 2019 - All-Japan Championships (1 result),Kogawa Hiramatsu: not found 2020-2025 | Kokawa Hiramatsu: not found 2020-2025,,,,
athlete_match_d5ef875899327eff,medium,possible_existing_athlete_match,Konstantinos Kalaïzis,MAG,Konstantinos Kalaitzis,GRE,0.93,GRE,GRE: 2019 - Greek Championships (13 results),Konstantinos Kalaïzis: not found 2020-2025 | Konstantinos Kalaitzis: 2022: GRE:1,,,,
athlete_match_935f2b1f5fd8f16d,medium,possible_existing_athlete_match,Kotaro Suetsugo,MAG,Kotaro Suetsugi,JPN,0.933,JPN,JPN: 2019 - All-Japan Junior Championships (7 results); 2019 - All-Japan Team Championships (2 results),Kotaro Suetsugo: 2020: JPN:14 / 2021: JPN:4 / 2022: JPN:4 / 2023: JPN:25 / 2024: JPN:17 / 2025: JPN:48 | Kotaro Suetsugi: 2023: JPN:5,,,,
athlete_match_ff06136449e98423,medium,possible_existing_athlete_match,Kotona Nagashima,WAG,Koto Nagashima,JPN,0.933,JPN,JPN: 2019 - All-Japan Championships (5 results); 2019 - All-Japan Event Championships (1 result); 2019 - All-Japan Team Championships (2 results),Kotona Nagashima: 2021: JPN:5 / 2024: JPN:5 | Koto Nagashima: not found 2020-2025,,,,
athlete_match_c93964c60d924328,medium,possible_existing_athlete_match,Laurie Denommée,WAG,Laurie Denommee,CAN,0.933,CAN,CAN: 2019 - Canadian Championships (10 results); 2019 - Elite Canada (3 results); 2019 - International Gymnix (5 results); 2019 - Top 12 Semi-Finals (5 results),Laurie Denommée: 2020: CAN:6 / 2021: CAN:18 / 2022: CAN:59 / 2023: CAN:5 / 2024: CAN:22 | Laurie Denommee: 2020: CAN:6,,,,
athlete_match_c5cfe8c6ac05e7a2,medium,possible_existing_athlete_match,Lee Da-yeong,WAG,Lee Da Yeong,KOR,0.917,KOR,KOR: 2019 - Junior World Championships (5 results); 2019 - Korean National Team Selection (5 results),Lee Da-yeong: not found 2020-2025 | Lee Da Yeong: not found 2020-2025,,,,
athlete_match_16b4f8da8795ff22,medium,possible_existing_athlete_match,Lee Jae-sung,MAG,Lee Jae-seong,KOR,0.88,KOR,KOR: 2019 - Asian Championships (10 results),Lee Jae-sung: not found 2020-2025 | Lee Jae-seong: not found 2020-2025,,,,
athlete_match_5adc3d40d390daa3,medium,possible_existing_athlete_match,Lee Jung-hyo,MAG,Lee Jun-ho,KOR,0.909,KOR,KOR: 2019 - Korea Cup (3 results); 2019 - Summer Universiade (15 results); 2019 - World Championships (14 results),Lee Jung-hyo: not found 2020-2025 | Lee Jun-ho: not found 2020-2025,,,,
athlete_match_fb96427687b89785,medium,possible_existing_athlete_match,Lilli-Clo Thorp-Richens,WAG,Lilli Thorp-Richens,GBR,0.905,GBR,GBR: 2019 - British Team Championships (5 results),Lilli-Clo Thorp-Richens: not found 2020-2025 | Lilli Thorp-Richens: not found 2020-2025,,,,
athlete_match_6ad9719979709acc,medium,possible_existing_athlete_match,Lin Hsin-Chih,MAG,Lin Hsin Chih,TPE,0.923,TPE,TPE: 2019 - Baku World Cup (6 results),Lin Hsin-Chih: not found 2020-2025 | Lin Hsin Chih: not found 2020-2025,,,,
athlete_match_465563af36bc866f,medium,possible_existing_athlete_match,Lin Ta-Lung,MAG,Lin Ta Lung,TPE,0.909,TPE,TPE: 2019 - Junior World Championships (7 results),Lin Ta-Lung: not found 2020-2025 | Lin Ta Lung: not found 2020-2025,,,,
athlete_match_273f32add076406e,medium,possible_existing_athlete_match,Linnéa Rein,WAG,Linnea Rein,GER,0.909,GER,GER: 2019 - Pre-Olympic Youth Cup (5 results),Linnéa Rein: not found 2020-2025 | Linnea Rein: 2020: GER:5 / 2021: GER:4,,,,
athlete_match_23d4d6061eb5111e,medium,possible_existing_athlete_match,Loïcia Porte,WAG,Loicia Porte,FRA,0.917,FRA,FRA: 2019 - Elite Gym Massilia (5 results),Loïcia Porte: 2021: FRA:10 | Loicia Porte: 2022: FRA:10 / 2023: FRA:30 / 2024: FRA:23 / 2025: FRA:37,,,,
athlete_match_0593421bb58a5e7f,medium,possible_existing_athlete_match,Lucas Eduard Souza,MAG,Lucas Eduardo de Souza,BRA,0.9,BRA,BRA: 2019 - Brazilian Championships (7 results),Lucas Eduard Souza: not found 2020-2025 | Lucas Eduardo de Souza: not found 2020-2025,,,,
athlete_match_c8820ee90b3a3e61,medium,possible_existing_athlete_match,Luis Barroca,MAG,Luas Barroca,POR,0.917,POR,POR: 2019 - International GymSport (1 result),Luis Barroca: 2022: POR:1 | Luas Barroca: not found 2020-2025,,,,
athlete_match_8a8e6b4de29fe642,medium,possible_existing_athlete_match,Lukas Bahamondes,MAG,Lucas Bahamondes,DEN,0.938,DEN,DEN: 2019 - Northern European Championships (8 results),Lukas Bahamondes: not found 2020-2025 | Lucas Bahamondes: 2024: DEN:15,,,,
athlete_match_50a5aded31fd0c3e,medium,possible_existing_athlete_match,Luke Welsh,MAG,Luke Walsh,IRL,0.9,IRL,IRL: 2019 - Irish Super Championships (4 results),Luke Welsh: not found 2020-2025 | Luke Walsh: 2023: IRL:4,,,,
athlete_match_46721d003be408a1,medium,possible_existing_athlete_match,Lydia-May Collins,WAG,Lydia May Collins,GBR,0.941,GBR,GBR: 2019 - British Championships (5 results); 2019 - English Championships (5 results),Lydia-May Collins: not found 2020-2025 | Lydia May Collins: not found 2020-2025,,,,
athlete_match_1fee7fc49442b786,medium,possible_existing_athlete_match,Maja Skalska,WAG,Kaja Skalska,POL,0.917,POL,POL: 2019 - Polish Championships (1 result),Maja Skalska: not found 2020-2025 | Kaja Skalska: 2020: POL:19 / 2021: POL:30 / 2022: POL:1 / 2023: POL:38 / 2024: POL:9 / 2025: POL:17,,,,
athlete_match_dc4df1c5bccdaf0a,medium,possible_existing_athlete_match,Majdi Al Hmood,MAG,Majdi Al-Hmood,JOR,0.929,JOR,JOR: 2019 - Asian Championships (2 results); 2019 - Koper Challenge Cup (1 result); 2019 - Mersin Challenge Cup (8 results); 2019 - World Championships (1 result),Majdi Al Hmood: not found 2020-2025 | Majdi Al-Hmood: not found 2020-2025,,,,
athlete_match_eaef4845faf18a03,medium,possible_existing_athlete_match,Maksymillan Roj,MAG,Maksymilian Roj,POL,0.933,POL,POL: 2019 - Polish Men's Cup (1 result),Maksymillan Roj: not found 2020-2025 | Maksymilian Roj: not found 2020-2025,,,,
athlete_match_59bfe556a0d72526,medium,possible_existing_athlete_match,Maria Fariña,WAG,Maria Farina,ESP,0.917,ESP,ESP: 2019 - 1st Spanish League (1 result); 2019 - Spanish Championships (5 results),Maria Fariña: not found 2020-2025 | Maria Farina: not found 2020-2025,,,,
athlete_match_b0eced2a05cc631b,medium,possible_existing_athlete_match,Maria Maya,WAG,Maria Maza,MEX,0.9,MEX,MEX: 2019 - Mexican Championships (5 results),Maria Maya: not found 2020-2025 | Maria Maza: not found 2020-2025,,,,
athlete_match_0fc700542428794a,medium,possible_existing_athlete_match,Marko Scombolec,MAG,Marko Sambolec,CRO,0.897,CRO,CRO: 2019 - Stella Zakharova Cup (2 results),Marko Scombolec: not found 2020-2025 | Marko Sambolec: 2020: CRO:1 / 2021: CRO:2 / 2022: CRO:9 / 2023: CRO:5 / 2024: CRO:9 / 2025: CRO:10,,,,
athlete_match_48afd72993a90f0d,medium,possible_existing_athlete_match,Marta Plomer,WAG,Marina Plomer,ESP,0.88,ESP,ESP: 2020 - 1st Spanish League (2020 season) (2 results),Marta Plomer: 2020: ESP:5 / 2021: ESP:13 / 2022: ESP:27 / 2023: ESP:14 / 2024: ESP:22 | Marina Plomer: not found 2020-2025,,,,
athlete_match_d424ef0fb66761ed,medium,possible_existing_athlete_match,Martjin de Veer,MAG,Martijn de Veer,NED,0.933,NED,NED: 2019 - International Junior Team Cup (7 results),Martjin de Veer: not found 2020-2025 | Martijn de Veer: 2021: NED:10 / 2022: NED:40 / 2023: NED:23 / 2024: NED:17 / 2025: NED:5,,,,
athlete_match_d214a9764dcff4a6,medium,possible_existing_athlete_match,Mateus da Silva,MAG,Mateus Silva,BRA,0.889,BRA,BRA: 2019 - Brazilian Championships (10 results),Mateus da Silva: not found 2020-2025 | Mateus Silva: 2022: BRA:8,,,,
athlete_match_4921ffeb77d23d54,medium,possible_existing_athlete_match,Matthew Cormier,MAG,Matt Cormier,USA,0.889,USA,USA: 2019 - Junior World Championships (10 results); 2019 - U.S. Championships D1 (7 results); 2019 - U.S. Championships D2 (7 results),Matthew Cormier: 2022: USA:3 | Matt Cormier: 2020: USA:14 / 2022: USA:34 / 2023: USA:21 / 2024: USA:14,,,,
athlete_match_afdebd2dedfb8757,medium,possible_existing_athlete_match,Matvei Shurygin,MAG,Matvey Shuryagin,RUS,0.903,RUS,RUS: 2019 - Russian Championships (14 results),Matvei Shurygin: not found 2020-2025 | Matvey Shuryagin: not found 2020-2025,,,,
athlete_match_f9f33b803aed19df,medium,possible_existing_athlete_match,Medina Kenenbay,WAG,Medina Kenenbai,KAZ,0.933,KAZ,KAZ: 2019 - Junior World Championships (7 results); 2019 - Voronin Cup (8 results),Medina Kenenbay: 2022: KAZ:2 | Medina Kenenbai: not found 2020-2025,,,,
athlete_match_1552cd88b324eb55,medium,possible_existing_athlete_match,Michael Mancara,MAG,Michael Mancera,COL,0.933,COL,COL: 2019 - Colombian Championships (9 results),Michael Mancara: not found 2020-2025 | Michael Mancera: not found 2020-2025,,,,
athlete_match_f8c22f6ed4626871,medium,possible_existing_athlete_match,Mikako Serito,WAG,Mikako Serita,JPN,0.923,JPN,JPN: 2019 - All-Japan Championships (5 results),Mikako Serito: not found 2020-2025 | Mikako Serita: 2020: JPN:15 / 2021: JPN:25 / 2022: JPN:20 / 2023: JPN:35 / 2024: JPN:11 / 2025: JPN:28,,,,
athlete_match_e7f0b764368d7bd1,medium,possible_existing_athlete_match,Miriana Diaz,WAG,Mariana Diaz,MEX,0.917,MEX,MEX: 2019 - Mexican Championships (5 results),Miriana Diaz: not found 2020-2025 | Mariana Diaz: 2022: MEX:5,,,,
athlete_match_9df71c1756d5ae62,medium,possible_existing_athlete_match,Miyabi Koyama,WAG,Miyaba Koyama,JPN,0.923,JPN,JPN: 2019 - All-Japan Event Championships (1 result),Miyabi Koyama: not found 2020-2025 | Miyaba Koyama: not found 2020-2025,,,,
athlete_match_707d32b9c60613ce,medium,possible_existing_athlete_match,Momoka Sugimoto,WAG,Momo Sugimoto,JPN,0.929,JPN,JPN: 2019 - All-Japan Junior Championships (2 results),Momoka Sugimoto: not found 2020-2025 | Momo Sugimoto: not found 2020-2025,,,,
athlete_match_9a7129d4dfd1dcd8,medium,possible_existing_athlete_match,Motohiro Yamada,MAG,Mohohiro Yamada,JPN,0.933,JPN,JPN: 2019 - All-Japan Championships (7 results); 2019 - All-Japan Event Championships (1 result); 2019 - All-Japan Student Championships (7 results),Motohiro Yamada: 2020: JPN:7 / 2021: JPN:16 / 2022: JPN:7 / 2024: JPN:10 / 2025: JPN:27 | Mohohiro Yamada: not found 2020-2025,,,,
athlete_match_9458066a86df75e2,medium,possible_existing_athlete_match,Muhammad Try Saputra,MAG,Muhammad Saputra,INA,0.889,INA,INA: 2019 - Asian Championships (7 results),Muhammad Try Saputra: not found 2020-2025 | Muhammad Saputra: not found 2020-2025,,,,
athlete_match_181e474adefce485,medium,possible_existing_athlete_match,Naoto Hayasaki,MAG,Naoto Hayasaka,JPN,0.929,JPN,JPN: 2019 - All-Japan Championships (7 results),Naoto Hayasaki: not found 2020-2025 | Naoto Hayasaka: 2020: JPN:14 / 2021: JPN:32,,,,
athlete_match_29d8ec2dd0e0ecf0,medium,possible_existing_athlete_match,Natalia de Jesus,WAG,Natalia Jesus,BRA,0.897,BRA,BRA: 2019 - Brazilian Championships (6 results); 2019 - Brazilian Event Championships (5 results),Natalia de Jesus: 2021: BRA:7 | Natalia Jesus: not found 2020-2025,,,,
athlete_match_90d711bb2a7df6c0,medium,possible_existing_athlete_match,Nathaniel Gilroy,MAG,Nathanael Gilroy,CAN,0.938,CAN,CAN: 2019 - International Junior Team Cup (7 results),Nathaniel Gilroy: not found 2020-2025 | Nathanael Gilroy: 2020: CAN:7 / 2023: CAN:8,,,,
athlete_match_92b8b1c9b99531f8,medium,possible_existing_athlete_match,Nico Olivieri,MAG,Nico Oliveiri,ITA,0.923,ITA,ITA: 2019 - 1st Italian Serie A (4 results),Nico Olivieri: 2020: ITA:8 / 2021: ITA:7 / 2023: ITA:1 | Nico Oliveiri: 2020: ITA:3 / 2022: ITA:1,,,,
athlete_match_fb4c78014b27eb29,medium,possible_existing_athlete_match,Nicole Ferrara,WAG,Nicole Ferrera,GBR,0.929,GBR,GBR: 2019 - British Team Championships (5 results),"Nicole Ferrara: 2020: ITA:5 / 2021: ITA:6 / 2022: ITA:5 / 2023: AUT:12, ITA:6 | Nicole Ferrera: not found 2020-2025",,,,
